17-Sep-2017,1166,942,727,410,43,3289
18-Sep-2017,1193,956,765,393,42,3349
19-Sep-2017,1186,972,816,405,47,3426
20-Sep-2017,1199,950,887,401,47,3439
21-Sep-2017,1183,947,880,401,47,3439
22-Sep-2017,1071,947,896,409,48,3370
23-Sep-2017,949,980,894,421,47,3295
24-Sep-2017,972,985,870,427,47,3301
25-Sep-2017,1036,1036,836,432,49,3389
26-Sep-2017,1068,1051,833,429,51,3432
27-Sep-2017,1076,1070,825,414,52,3437
28-Sep-2017,1091,1073,799,400,47,3410
29-Sep-2017,1104,1066,747,368,40,3325
30-Sep-2017,1086,990,726,362,38,3203
1-Oct-2017,1038,1013,712,345,40,3158
2-Oct-2017,1036,1054,710,346,43,3190
3-Oct-2017,1055,1092,768,375,45,3335
4-Oct-2017,1068,1097,803,392,48,3407
5-Oct-2017,1097,1103,791,400,48,3439
6-Oct-2017,1090,1100,790,411,50,3441
7-Oct-2017,1092,1090,792,416,49,3438
8-Oct-2017,1066,1052,748,401,47,3314
9-Oct-2017,1086,1065,794,385,46,3376
10-Oct-2017,1098,1059,792,374,50,3374
11-Oct-2017,1077,1044,794,392,50,3358
12-Oct-2017,1052,1052,785,409,51,3348
13-Oct-2017,1040,1063,786,420,48,3357
14-Oct-2017,1041,1061,770,418,47,3338
15-Oct-2017,1006,1050,726,411,47,3240
16-Oct-2017,997,1079,751,414,48,3287
17-Oct-2017,1029,1076,759,412,49,3325
18-Oct-2017,1019,1039,733,419,49,3258
19-Oct-2017,948,975,718,392,47,3080
20-Oct-2017,913,876,772,366,43,2970
21-Oct-2017,895,910,789,353,36,2982
22-Oct-2017,900,945,782,366,35,3029
23-Oct-2017,917,1010,835,394,39,3195
24-Oct-2017,922,1011,855,398,43,3229
25-Oct-2017,919,1057,861,395,42,3274
26-Oct-2017,911,1066,860,380,42,3260
27-Oct-2017,906,1077,856,370,43,3252
28-Oct-2017,901,1074,840,363,41,3233
29-Oct-2017,865,1055,814,353,40,3127
30-Oct-2017,872,1081,824,353,40,3169
31-Oct-2017,879,1088,823,339,40,3168
1-Nov-2017,863,1076,810,335,41,3124
2-Nov-2017,880,1080,823,327,41,3151
3-Nov-2017,878,1079,834,334,42,3167
4-Nov-2017,871,1077,819,335,41,3143
5-Nov-2017,849,1051,759,334,40,3034
6-Nov-2017,865,1097,784,346,40,3132
7-Nov-2017,853,1117,790,345,39,3145
8-Nov-2017,861,1120,820,347,41,3189
9-Nov-2017,868,1124,845,340,42,3218
10-Nov-2017,871,1112,852,335,43,3212
11-Nov-2017,860,1096,837,332,40,3166
12-Nov-2017,825,1110,791,318,39,3084
13-Nov-2017,845,1086,836,327,39,3132
14-Nov-2017,836,1094,863,332,40,3165
15-Nov-2017,828,1095,857,328,40,3148
16-Nov-2017,844,1091,881,326,41,3183
17-Nov-2017,852,1094,897,327,40,3211
18-Nov-2017,832,1093,883,336,40,3184
19-Nov-2017,796,1063,843,331,39,3073
20-Nov-2017,808,1087,866,336,40,3138
21-Nov-2017,822,1087,880,329,41,3159
22-Nov-2017,834,1087,887,321,42,3170
23-Nov-2017,837,1082,893,317,41,3170
24-Nov-2017,839,1072,914,315,40,3180
25-Nov-2017,852,1067,880,317,40,3156
26-Nov-2017,829,1041,818,312,39,3039
